Unnamed: 0,year,Name of municipality,Number of inhabitants,Men,Women,Unmarried,Married,Separated,fine particles,ash particles,NO2,Households total,Households without children,Percentage of family house,Percentage of multiple dwelling units,Owner-occupied housing,Rental housing total,Average electricity consumption total,Average natural gas consumption total,Average per capita income, Low-income households,Passenger cars total
25829,2015,Bladel,10410,5260,5150,4585.0,4620.0,595.0,19.67,0.83,18.63,4350,1515.0,80.0,20.0,71.0,27.0,3350.0,1420.0,23.2,4.1,5360
25844,2015,Gulpen-Wittem,4730,2345,2385,1780.0,2125.0,380.0,18.61,0.81,12.64,2150,735.0,66.0,34.0,53.0,40.0,3150.0,1510.0,24.0,6.1,2435
25877,2015,Tynaarlo,7415,3570,3840,3035.0,3265.0,580.0,14.63,0.38,10.15,3200,1080.0,86.0,14.0,72.0,27.0,3050.0,1670.0,24.3,5.5,3855
25929,2015,Midden-Drenthe,11135,5540,5595,4695.0,4940.0,725.0,15.42,0.4,10.88,4710,1655.0,85.0,15.0,63.0,37.0,3100.0,1580.0,22.4,5.9,5340
26005,2015,Overbetuwe,21560,10630,10930,9630.0,9505.0,1460.0,19.48,0.78,19.41,8755,2820.0,85.0,15.0,64.0,35.0,3250.0,1380.0,24.8,5.4,10090
26039,2015,Hof van Twente,8495,4220,4270,3630.0,3605.0,560.0,18.21,0.64,14.98,3795,1265.0,79.0,21.0,54.0,45.0,3040.0,1420.0,21.8,7.1,4185
26096,2015,Neder-Betuwe,11315,5665,5650,5235.0,5130.0,440.0,20.06,0.73,18.63,3885,1095.0,90.0,10.0,59.0,41.0,3450.0,1640.0,19.4,5.5,5260
26114,2015,Rijssen-Holten,7470,3610,3855,3090.0,3520.0,215.0,19.0,0.66,16.11,3135,960.0,56.0,44.0,60.0,38.0,2920.0,1500.0,19.6,4.0,3255
26157,2015,Geldrop-Mierlo,28735,14235,14500,12685.0,12150.0,2235.0,19.6,0.82,21.62,12760,4020.0,76.0,24.0,63.0,36.0,3160.0,1410.0,24.2,6.5,14370
26168,2015,Olst-Wijhe,5445,2680,2765,2345.0,2440.0,355.0,17.38,0.54,13.15,2290,820.0,85.0,15.0,61.0,38.0,2990.0,1420.0,22.0,5.1,2580
26201,2015,Dinkelland,8895,4495,4395,3800.0,4115.0,415.0,17.62,0.54,13.02,3605,1185.0,87.0,13.0,67.0,32.0,3520.0,1630.0,22.0,5.0,4555
26256,2015,Westland,18435,9075,9360,8165.0,8215.0,1045.0,18.66,0.75,25.47,7855,2540.0,65.0,35.0,66.0,34.0,3240.0,1180.0,25.2,5.3,9300
26340,2015,Midden-Delfland,12210,6215,5990,5640.0,5470.0,575.0,18.87,0.88,27.81,4820,1480.0,73.0,27.0,72.0,27.0,3230.0,1090.0,27.1,3.6,5255
26355,2015,Berkelland,10540,5280,5260,4435.0,4925.0,485.0,18.23,0.56,13.12,4385,1565.0,80.0,20.0,65.0,35.0,3200.0,1580.0,21.8,5.4,5445
26399,2015,Bronckhorst,8165,4120,4045,3425.0,3785.0,385.0,18.32,0.59,13.79,3420,1235.0,82.0,18.0,68.0,30.0,3510.0,1680.0,22.3,4.4,4415
26452,2015,Sittard-Geleen,6015,2920,3090,2785.0,2155.0,670.0,18.96,0.99,22.06,2665,720.0,57.0,43.0,47.0,49.0,3100.0,650.0,22.3,12.6,2930
26489,2015,Kaag en Braassem,11570,5785,5785,5185.0,5100.0,665.0,18.32,0.71,19.63,4815,1555.0,77.0,23.0,60.0,38.0,3310.0,1300.0,25.0,4.0,5450
26516,2015,Dantumadiel,7105,3565,3540,3080.0,3370.0,295.0,14.1,0.32,8.99,2855,930.0,93.0,7.0,66.0,34.0,2740.0,1680.0,18.4,7.3,3430
26535,2015,Zuidplas,3985,1950,2035,1770.0,1875.0,150.0,17.97,0.71,21.38,1415,450.0,84.0,16.0,66.0,31.0,3370.0,1430.0,23.6,4.1,1965
26594,2015,Peel en Maas,2985,1580,1400,1405.0,1350.0,125.0,20.23,0.71,17.52,1075,385.0,95.0,5.0,76.0,24.0,4150.0,1800.0,21.1,2.9,1555
26628,2015,Oldambt,18105,8770,9335,7550.0,7260.0,1755.0,14.77,0.38,10.06,8800,2620.0,70.0,30.0,58.0,42.0,2750.0,1560.0,20.0,11.0,8445
26684,2015,Zwartewaterland,9555,4865,4690,4365.0,4585.0,235.0,16.39,0.47,12.5,3255,895.0,87.0,13.0,75.0,24.0,3330.0,1540.0,19.6,3.8,3910
26721,2015,Súdwest-Fryslân,10140,4980,5160,4600.0,4185.0,680.0,14.58,0.35,11.13,4475,1420.0,78.0,22.0,57.0,41.0,2560.0,1370.0,20.2,8.5,4215
26982,2015,Bodegraven-Reeuwijk,5400,2615,2790,2205.0,2455.0,370.0,18.18,0.65,15.83,2365,790.0,69.0,31.0,57.0,42.0,2920.0,1300.0,24.0,5.7,2350
27026,2015,Eijsden-Margraten,8815,4350,4465,3500.0,4260.0,550.0,19.12,1.02,18.89,3675,1320.0,86.0,14.0,71.0,29.0,3570.0,1600.0,25.2,4.3,4355
27068,2015,Stichtse Vecht,15430,7415,8015,6745.0,6555.0,1110.0,19.55,0.95,24.35,6695,2145.0,69.0,31.0,67.0,33.0,3170.0,1370.0,31.9,4.0,7370
27214,2015,Menameradiel,6225,3145,3080,2620.0,2880.0,340.0,14.22,0.32,10.01,2575,895.0,89.0,11.0,70.0,30.0,2990.0,1550.0,22.3,4.4,3205
27237,2015,Hollands Kroon,4355,2225,2130,2095.0,1875.0,245.0,15.44,0.41,11.46,1785,570.0,91.0,9.0,73.0,26.0,3240.0,1490.0,22.1,5.2,2440
27293,2015,Leidschendam-Voorburg,5020,2375,2645,1800.0,2330.0,410.0,18.71,0.82,23.8,2505,845.0,55.0,45.0,61.0,39.0,2920.0,1280.0,32.6,4.5,2345
27328,2015,Goeree-Overflakkee,1990,985,1005,780.0,1045.0,70.0,16.13,0.45,14.04,815,285.0,94.0,6.0,71.0,29.0,3170.0,1490.0,27.8,2.8,1065
27381,2015,Pijnacker-Nootdorp,23355,11580,11775,10635.0,10490.0,1275.0,19.03,0.88,27.67,9445,2890.0,76.0,24.0,68.0,32.0,3260.0,1200.0,26.6,4.3,10400
27411,2015,Molenwaard,9285,4750,4535,4175.0,4330.0,380.0,18.9,0.75,21.05,3345,1025.0,89.0,11.0,58.0,41.0,3050.0,1260.0,20.8,3.5,3910
27442,2015,Nissewaard,5575,2620,2955,2460.0,1980.0,605.0,18.51,0.77,23.84,3050,830.0,35.0,65.0,35.0,65.0,2560.0,930.0,24.3,9.8,2390
27573,2015,Krimpenerwaard,7690,3815,3875,3095.0,3610.0,480.0,18.69,0.74,20.74,3240,1095.0,78.0,22.0,63.0,37.0,3000.0,1350.0,24.4,4.8,3635
27669,2015,Montferland,14220,7145,7080,5800.0,6440.0,1010.0,18.88,0.79,16.6,6265,2160.0,80.0,20.0,62.0,38.0,3120.0,1470.0,21.2,7.1,7375
27696,2015,Menterwolde,3725,1915,1810,1550.0,1710.0,290.0,14.61,0.37,10.45,1590,580.0,95.0,5.0,67.0,32.0,3240.0,1730.0,21.9,6.0,2060
27715,2013,Appingedam,12050,5835,6215,41.0,44.0,8.0,,0.45,12.5,5525,33.0,73.0,27.0,47.0,51.0,2850.0,1800.0,19.7,10.0,5310
27721,2013,Bedum,10550,5280,5270,44.0,46.0,5.0,,0.39,11.12,4370,33.0,87.0,13.0,67.0,32.0,3150.0,2050.0,20.6,7.0,4800
27729,2013,Bellingwedde,4025,2005,2020,38.0,47.0,8.0,,0.4,10.87,1820,39.0,94.0,6.0,70.0,29.0,3600.0,2400.0,19.3,11.0,2365
27759,2013,Ten Boer,6090,3015,3075,43.0,45.0,5.0,,0.42,11.39,2360,33.0,92.0,8.0,79.0,21.0,3300.0,2100.0,20.5,6.0,2815
27771,2013,Delfzijl,17605,8735,8870,40.0,44.0,8.0,,0.43,12.42,8350,33.0,71.0,29.0,55.0,45.0,2900.0,1800.0,19.4,12.0,7650
27797,2013,Groningen,18080,9470,8610,83.0,9.0,5.0,,0.75,19.28,14225,14.0,17.0,83.0,20.0,70.0,2500.0,1650.0,16.9,22.0,3455
27916,2013,Grootegast,5325,2690,2635,44.0,45.0,5.0,,0.41,12.26,2150,31.0,90.0,10.0,63.0,36.0,3400.0,2200.0,17.7,9.0,2650
27932,2013,Haren,16895,7930,8965,41.0,44.0,7.0,,0.51,14.38,7680,32.0,75.0,25.0,63.0,37.0,3200.0,2350.0,28.0,6.0,8095
27946,2013,Hoogezand-Sappemeer,6820,3315,3505,45.0,38.0,9.0,,0.49,13.32,3575,31.0,49.0,51.0,47.0,53.0,2650.0,1700.0,19.0,13.0,3150
27996,2013,Leek,10690,5190,5500,42.0,45.0,6.0,,0.45,12.26,4645,32.0,84.0,16.0,56.0,43.0,3250.0,2000.0,20.0,8.0,4940
28022,2013,Loppersum,3780,1865,1915,40.0,47.0,6.0,,0.39,11.1,1620,35.0,91.0,9.0,63.0,36.0,3250.0,2200.0,20.2,7.0,1735
28047,2013,Marum,8050,4105,3945,45.0,45.0,5.0,,0.42,12.63,3190,32.0,94.0,6.0,70.0,29.0,3550.0,2250.0,19.8,8.0,4330
28064,2013,Almere,21925,10605,11320,45.0,39.0,11.0,,0.69,15.48,10195,29.0,68.0,32.0,52.0,48.0,3250.0,1500.0,22.7,12.0,8985
28127,2013,Stadskanaal,19770,9695,10075,40.0,44.0,8.0,,0.47,12.47,9045,33.0,74.0,26.0,53.0,46.0,3100.0,1900.0,18.4,12.0,9430
28157,2013,Slochteren,4580,2345,2230,43.0,46.0,6.0,,0.41,11.27,1975,36.0,97.0,3.0,67.0,33.0,3400.0,2300.0,20.8,8.0,2620
28193,2013,Veendam,20095,9800,10295,41.0,43.0,8.0,,0.52,13.65,9115,33.0,76.0,24.0,61.0,39.0,3000.0,2000.0,19.0,11.0,9620
28212,2013,Vlagtwedde,1905,930,975,34.0,54.0,6.0,,0.4,10.87,835,45.0,94.0,6.0,75.0,23.0,3500.0,2450.0,19.8,,1090
28257,2013,Zeewolde,21260,10775,10485,46.0,44.0,7.0,,0.64,14.59,8185,29.0,86.0,14.0,62.0,37.0,3500.0,1300.0,23.0,7.0,12850
28266,2013,Winsum,7585,3715,3865,43.0,45.0,6.0,,0.38,11.11,3110,31.0,93.0,7.0,70.0,29.0,3200.0,1950.0,20.5,7.0,3205
28288,2013,Zuidhorn,9510,4655,4855,44.0,46.0,5.0,,0.43,13.51,3850,31.0,89.0,11.0,74.0,24.0,3200.0,2100.0,21.7,6.0,4235
28314,2013,Dongeradeel,12635,6145,6490,44.0,44.0,6.0,,0.37,11.91,5515,32.0,84.0,16.0,52.0,48.0,2650.0,1800.0,18.4,11.0,5605
28417,2013,Achtkarspelen,12195,6220,5975,46.0,44.0,5.0,,0.39,11.72,4940,32.0,92.0,8.0,62.0,37.0,3000.0,2050.0,17.6,10.0,6015
28441,2013,Ameland,3525,1750,1775,44.0,45.0,5.0,,0.27,9.07,1570,33.0,85.0,15.0,69.0,28.0,3650.0,2250.0,19.1,7.0,1645
28448,2013,het Bildt,7105,3575,3530,45.0,42.0,6.0,,0.31,9.44,3195,30.0,94.0,6.0,61.0,39.0,2800.0,1900.0,17.7,10.0,3405
28466,2013,Franekeradeel,9415,4610,4805,42.0,43.0,8.0,,0.39,11.33,4460,34.0,81.0,19.0,58.0,42.0,2700.0,1850.0,19.0,11.0,4155
28517,2013,Harlingen,14705,7375,7330,44.0,41.0,9.0,,0.37,10.75,6610,32.0,76.0,24.0,54.0,46.0,2800.0,1700.0,19.2,12.0,6080
28528,2013,Heerenveen,28705,14030,14675,45.0,40.0,8.0,,0.49,14.6,13505,30.0,66.0,34.0,49.0,50.0,2750.0,1650.0,21.1,10.0,12825
28558,2013,Kollumerland en Nieuwkruisland,5480,2745,2735,42.0,45.0,5.0,,0.38,12.0,2335,35.0,82.0,18.0,61.0,39.0,2800.0,1900.0,18.9,8.0,2600
28580,2013,Leeuwarden,4820,2570,2245,74.0,13.0,9.0,,0.73,18.94,3355,20.0,16.0,84.0,18.0,77.0,2100.0,1400.0,18.5,24.0,1290
28705,2013,Leeuwarderadeel,8495,4250,4245,43.0,48.0,5.0,,0.35,10.95,3450,37.0,93.0,7.0,73.0,27.0,2950.0,1850.0,20.5,7.0,3960
28720,2013,Ooststellingwerf,9990,4895,5095,43.0,42.0,8.0,,0.44,12.03,4485,32.0,86.0,14.0,54.0,45.0,2950.0,1950.0,18.8,12.0,4765
28749,2013,Opsterland,7330,3605,3725,42.0,45.0,6.0,,0.44,11.9,3270,34.0,82.0,18.0,58.0,42.0,2800.0,1900.0,19.1,10.0,3485
28786,2013,Schiermonnikoog,960,485,475,40.0,45.0,8.0,,0.27,9.23,495,31.0,90.0,10.0,58.0,41.0,3100.0,2150.0,21.6,,325
28788,2013,Smallingerland,44575,21890,22685,45.0,42.0,7.0,,0.53,15.88,20130,30.0,77.0,23.0,56.0,43.0,2800.0,1750.0,19.6,11.0,20100
28818,2013,Terschelling,2460,1375,1080,49.0,38.0,7.0,,0.25,7.91,1135,35.0,83.0,17.0,56.0,38.0,2900.0,2150.0,21.3,,1015
28836,2013,Vlieland,1115,545,565,47.0,39.0,10.0,,0.25,7.64,575,30.0,78.0,22.0,50.0,49.0,3050.0,1750.0,22.6,,365
28838,2013,Weststellingwerf,12585,6145,6435,43.0,43.0,7.0,,0.47,12.83,5535,32.0,82.0,18.0,47.0,52.0,2850.0,1850.0,18.4,9.0,5835
28914,2013,Assen,5450,2570,2880,39.0,38.0,12.0,,0.62,15.68,3110,30.0,34.0,66.0,45.0,52.0,2650.0,1850.0,25.6,12.0,2555
29092,2013,Coevorden,14385,7065,7315,42.0,43.0,7.0,,0.53,13.53,6300,32.0,82.0,18.0,58.0,40.0,3200.0,1850.0,19.2,11.0,6645
29189,2013,Emmen,3600,1850,1750,42.0,45.0,7.0,,0.43,11.5,1485,32.0,96.0,4.0,62.0,37.0,3550.0,2300.0,17.5,10.0,1950
29299,2013,Meppel,28575,13950,14625,45.0,41.0,8.0,,0.61,15.07,12815,31.0,73.0,27.0,53.0,46.0,3050.0,1600.0,21.4,9.0,13000
29309,2013,Littenseradiel,4020,2005,2020,47.0,43.0,5.0,,0.37,10.14,1615,35.0,92.0,8.0,68.0,32.0,2900.0,1950.0,19.7,,1935
29378,2013,Almelo,5130,2435,2695,43.0,35.0,11.0,,0.75,17.15,3085,28.0,32.0,68.0,28.0,71.0,2400.0,1400.0,21.2,14.0,2240
29457,2013,Borne,19780,9795,9985,41.0,47.0,6.0,,0.72,17.14,8335,35.0,84.0,16.0,64.0,35.0,3550.0,2100.0,22.5,6.0,9580
29472,2013,Dalfsen,2600,1390,1215,43.0,49.0,3.0,,0.54,13.6,965,36.0,93.0,7.0,80.0,19.0,4550.0,2700.0,22.5,,1460
29508,2013,Deventer,11930,5770,6160,50.0,36.0,8.0,,0.94,21.69,5960,27.0,67.0,33.0,54.0,46.0,2550.0,1550.0,20.6,10.0,4685
29571,2013,Enschede,24150,12500,11650,60.0,26.0,8.0,,0.87,19.81,14970,22.0,37.0,63.0,35.0,64.0,2650.0,1350.0,19.0,17.0,8825
29647,2013,Haaksbergen,17670,8805,8865,41.0,48.0,5.0,,0.68,15.31,7290,35.0,89.0,11.0,67.0,32.0,3650.0,1900.0,21.1,6.0,8610
29683,2013,Hardenberg,750,380,370,41.0,51.0,3.0,,0.51,13.3,255,34.0,90.0,10.0,78.0,19.0,5100.0,3200.0,19.9,,385
29734,2013,Hellendoorn,4160,2025,2135,40.0,47.0,4.0,,0.58,13.66,1645,35.0,91.0,9.0,67.0,32.0,3500.0,2150.0,20.5,,2065
29780,2013,Hengelo,2575,1325,1250,52.0,33.0,9.0,,0.85,19.26,1400,27.0,39.0,61.0,48.0,51.0,3150.0,1850.0,24.1,13.0,1170
29849,2013,Kampen,34775,17215,17555,45.0,44.0,6.0,,0.64,15.03,14845,30.0,72.0,28.0,54.0,45.0,2950.0,1650.0,19.5,9.0,13835
29890,2013,Losser,13205,6515,6685,40.0,48.0,5.0,,0.65,14.92,5610,35.0,84.0,16.0,65.0,32.0,3550.0,2050.0,20.7,6.0,6445
29905,2013,Noordoostpolder,25595,12620,12970,44.0,43.0,7.0,,0.49,12.06,10840,31.0,83.0,17.0,60.0,40.0,3150.0,1650.0,19.7,9.0,11785
29977,2013,Oldenzaal,2200,1040,1160,41.0,34.0,10.0,,0.7,16.13,1315,30.0,24.0,76.0,27.0,73.0,2700.0,1600.0,22.7,8.0,1045
30005,2013,Ommen,4535,2330,2205,46.0,47.0,4.0,,0.5,12.11,1665,33.0,94.0,6.0,73.0,22.0,4250.0,2150.0,21.0,7.0,2370
30055,2013,Raalte,8395,4020,4375,40.0,43.0,7.0,,0.62,14.56,3980,35.0,82.0,18.0,43.0,57.0,2900.0,1750.0,19.5,7.0,3665
30107,2013,Staphorst,8730,4395,4330,47.0,47.0,2.0,,0.55,14.07,2955,27.0,87.0,13.0,69.0,30.0,3800.0,2150.0,16.7,6.0,4135
30137,2013,Tubbergen,6390,3165,3225,44.0,45.0,4.0,,0.51,12.9,2485,30.0,74.0,26.0,58.0,38.0,3950.0,2300.0,20.4,5.0,3155
30160,2013,Urk,19225,9750,9475,51.0,45.0,2.0,,0.49,12.86,5630,22.0,92.0,8.0,78.0,21.0,3900.0,2000.0,15.6,6.0,6070
30170,2013,Wierden,13135,6490,6645,41.0,49.0,4.0,,0.66,15.64,5260,35.0,87.0,13.0,66.0,34.0,3550.0,2250.0,21.6,5.0,6430
30200,2013,Zwolle,3305,1630,1675,69.0,21.0,8.0,,0.83,20.95,2220,28.0,20.0,80.0,33.0,64.0,2600.0,1450.0,28.1,14.0,1340
30302,2013,Rijnwaarden,8485,4210,4275,41.0,46.0,7.0,,0.82,16.75,3650,35.0,87.0,13.0,60.0,39.0,3400.0,1750.0,20.0,8.0,4420
30322,2013,Aalten,4060,2085,1970,46.0,48.0,2.0,,0.71,16.01,1405,33.0,87.0,13.0,86.0,12.0,4600.0,2500.0,19.4,,2120
30355,2013,Apeldoorn,6185,3155,3030,50.0,32.0,11.0,,0.91,20.49,3850,30.0,19.0,81.0,48.0,50.0,2500.0,1150.0,25.0,10.0,2740
30462,2013,Arnhem,4945,2595,2350,73.0,15.0,9.0,,1.17,26.41,3595,21.0,4.0,96.0,26.0,72.0,2150.0,1200.0,22.7,20.0,1650
30553,2013,Barneveld,30910,15240,15665,46.0,46.0,4.0,,0.76,19.57,11515,29.0,76.0,24.0,61.0,38.0,3450.0,1800.0,19.7,7.0,13820
30605,2013,Beuningen,17260,8580,8680,45.0,44.0,7.0,,0.86,20.43,7090,31.0,85.0,15.0,65.0,35.0,3650.0,1700.0,23.7,6.0,8505
30654,2013,Brummen,670,335,335,39.0,52.0,2.0,,0.64,14.97,245,41.0,92.0,8.0,77.0,22.0,4750.0,2800.0,24.0,,370
30708,2013,Buren,3640,1775,1865,42.0,46.0,5.0,,0.79,18.52,1445,35.0,90.0,10.0,71.0,28.0,3850.0,2100.0,24.4,,2015
30755,2013,Culemborg,27680,13745,13935,46.0,42.0,7.0,,0.8,18.44,11615,29.0,74.0,26.0,59.0,39.0,3150.0,1450.0,23.0,8.0,11925
30763,2013,Doesburg,11540,5645,5890,41.0,44.0,9.0,,0.77,18.34,5150,32.0,79.0,21.0,51.0,49.0,3050.0,1600.0,20.8,10.0,5485
30773,2013,Doetinchem,4010,1950,2055,45.0,37.0,10.0,,0.96,21.17,2260,31.0,33.0,67.0,46.0,54.0,2750.0,1500.0,25.1,11.0,1940
30904,2013,Druten,18200,9035,9165,46.0,44.0,6.0,,0.91,22.13,7135,33.0,86.0,14.0,57.0,42.0,3600.0,1800.0,21.6,6.0,8980
30906,2013,Ede,9325,4430,4895,41.0,44.0,7.0,,0.93,21.26,4790,32.0,40.0,60.0,62.0,37.0,2950.0,1650.0,26.2,7.0,4555
30988,2013,Elburg,11965,5855,6110,41.0,49.0,5.0,,0.57,13.29,4660,33.0,85.0,15.0,60.0,39.0,3300.0,1750.0,20.0,6.0,5660
31005,2013,Epe,14535,7140,7395,37.0,48.0,7.0,,0.73,18.86,6330,35.0,78.0,22.0,63.0,37.0,3400.0,2150.0,23.1,6.0,7670
31029,2013,Ermelo,25385,12530,12855,42.0,46.0,6.0,,0.69,15.76,10735,32.0,78.0,22.0,60.0,38.0,3350.0,1950.0,22.7,7.0,11955
31045,2013,Geldermalsen,14340,7045,7295,44.0,45.0,5.0,,0.89,22.27,5660,32.0,84.0,16.0,65.0,34.0,3650.0,1850.0,22.9,6.0,6755
31076,2013,Harderwijk,2305,1135,1170,55.0,30.0,12.0,,0.71,16.66,1330,25.0,48.0,52.0,43.0,55.0,2800.0,1600.0,25.6,11.0,965
31144,2013,Hattem,11005,5360,5640,40.0,50.0,5.0,,0.65,15.99,4535,35.0,83.0,17.0,59.0,38.0,3200.0,1950.0,22.6,5.0,5220
31154,2013,Heerde,12355,6020,6335,37.0,52.0,5.0,,0.57,13.83,5080,37.0,83.0,17.0,66.0,32.0,3500.0,2100.0,21.8,5.0,6410
31169,2013,Heumen,13135,6445,6690,42.0,46.0,7.0,,0.93,23.26,5430,33.0,84.0,16.0,69.0,30.0,3600.0,1950.0,25.4,6.0,6450
31190,2013,Lochem,12535,5980,6550,41.0,45.0,7.0,,0.69,16.34,5480,35.0,79.0,21.0,60.0,40.0,3150.0,1850.0,23.1,7.0,6095
31228,2013,Maasdriel,9760,4945,4815,44.0,45.0,5.0,,0.84,20.28,3910,32.0,91.0,9.0,62.0,37.0,3950.0,2150.0,21.7,7.0,5115
31252,2013,Nijkerk,25760,12825,12935,43.0,47.0,6.0,,0.83,19.38,10340,31.0,80.0,20.0,63.0,37.0,3300.0,1700.0,21.3,6.0,11865
31284,2013,Nijmegen,10260,5035,5220,76.0,13.0,8.0,,1.23,28.56,7675,18.0,13.0,87.0,26.0,74.0,2400.0,1350.0,21.3,16.0,3335
31333,2013,Oldebroek,7125,3570,3550,41.0,51.0,3.0,,0.57,13.98,2680,33.0,81.0,19.0,65.0,35.0,3650.0,2100.0,18.7,5.0,3430
31361,2013,Putten,21800,10775,11025,41.0,49.0,5.0,,0.67,15.42,8435,32.0,85.0,15.0,63.0,36.0,3550.0,2000.0,21.2,6.0,10325
31374,2013,Renkum,11315,5370,5945,42.0,43.0,7.0,,0.83,22.62,4935,33.0,71.0,29.0,67.0,33.0,3250.0,2250.0,28.3,6.0,5610
31390,2013,Rheden,17225,8475,8750,39.0,46.0,8.0,,0.76,17.52,7635,34.0,85.0,15.0,57.0,43.0,3050.0,1850.0,21.9,7.0,8105
31415,2013,Rozendaal,1500,745,755,35.0,56.0,4.0,,0.87,20.05,625,42.0,99.0,1.0,85.0,15.0,4350.0,3050.0,35.7,,880
31417,2013,Scherpenzeel,9400,4640,4760,43.0,47.0,4.0,,0.77,19.04,3590,31.0,87.0,13.0,67.0,32.0,3600.0,1950.0,21.1,5.0,4465
31420,2013,Tiel,19670,9795,9875,47.0,38.0,9.0,,0.93,23.05,9105,28.0,60.0,40.0,42.0,55.0,2900.0,1550.0,19.1,12.0,8250
31444,2013,Voorst,2760,1395,1365,43.0,46.0,4.0,,0.67,15.71,1055,37.0,85.0,15.0,57.0,42.0,3650.0,2200.0,21.7,,1510
31481,2013,Wageningen,33815,16245,17570,59.0,30.0,6.0,,0.83,19.95,19345,20.0,39.0,61.0,35.0,47.0,2750.0,1450.0,19.3,10.0,10935
31495,2013,Westervoort,15200,7525,7670,43.0,44.0,8.0,,0.86,20.26,6480,31.0,88.0,12.0,57.0,43.0,3300.0,1050.0,21.2,8.0,7015
31501,2013,Winterswijk,22775,11210,11565,44.0,43.0,7.0,,0.74,16.6,10195,32.0,77.0,23.0,66.0,34.0,3200.0,1750.0,19.4,9.0,10020
31518,2013,Wijchen,1015,525,490,43.0,46.0,6.0,,0.92,21.47,400,36.0,98.0,2.0,82.0,15.0,4950.0,2700.0,23.0,,540
31587,2013,Zaltbommel,11845,5850,5990,44.0,44.0,7.0,,0.93,24.49,4975,31.0,83.0,17.0,58.0,42.0,3300.0,1700.0,23.2,8.0,5685
31615,2013,Zevenaar,23825,11630,12195,41.0,46.0,7.0,,0.97,24.98,10770,35.0,78.0,22.0,58.0,42.0,3250.0,1650.0,21.4,7.0,11575
31644,2013,Zutphen,8580,4115,4465,49.0,33.0,11.0,,0.72,17.23,4670,27.0,49.0,51.0,43.0,55.0,2650.0,1550.0,22.7,13.0,3650
31675,2013,Nunspeet,21520,10570,10950,41.0,48.0,5.0,,0.66,15.7,8505,32.0,85.0,15.0,59.0,38.0,3400.0,1900.0,20.9,6.0,10040
31689,2013,Dronten,7760,3955,3805,54.0,41.0,4.0,,0.53,12.36,2920,23.0,94.0,6.0,80.0,20.0,3750.0,1500.0,21.2,5.0,3375
31736,2013,Neerijnen,4360,2160,2200,41.0,48.0,5.0,,0.84,21.16,1705,34.0,96.0,4.0,61.0,37.0,3900.0,2050.0,22.9,,2220
31757,2013,Amersfoort,5280,2630,2650,64.0,23.0,10.0,,0.99,21.88,3325,23.0,29.0,71.0,36.0,60.0,2600.0,1450.0,28.4,12.0,1920
31923,2013,Baarn,11510,5555,5955,45.0,40.0,9.0,,0.84,18.97,5260,29.0,70.0,30.0,61.0,38.0,3200.0,2000.0,27.3,8.0,5465
31940,2013,De Bilt,14985,7110,7875,49.0,37.0,8.0,,1.15,26.86,7235,25.0,50.0,50.0,50.0,49.0,3000.0,1700.0,25.0,8.0,6495
31958,2013,Bunnik,6675,3275,3400,43.0,45.0,5.0,,1.22,28.13,2950,34.0,83.0,17.0,72.0,28.0,3400.0,2050.0,28.0,5.0,3475
31966,2013,Bunschoten,20315,10180,10135,42.0,50.0,4.0,,0.77,16.71,7440,30.0,83.0,17.0,76.0,24.0,3900.0,1850.0,21.2,4.0,8650
31978,2013,Houten,14115,6920,7195,43.0,46.0,6.0,,0.99,24.12,5650,30.0,83.0,17.0,67.0,33.0,3550.0,1600.0,27.1,5.0,5975
32043,2013,Leusden,8315,4070,4245,41.0,47.0,8.0,,0.81,18.43,3680,34.0,78.0,22.0,65.0,35.0,3350.0,1450.0,26.6,4.0,3940
32074,2013,Lopik,13990,7115,6875,46.0,45.0,5.0,,0.88,20.22,5280,30.0,89.0,11.0,74.0,26.0,3850.0,1900.0,21.5,5.0,6755
32088,2013,Montfoort,8025,4005,4015,46.0,44.0,5.0,,0.83,19.94,3295,32.0,84.0,16.0,68.0,31.0,3500.0,1650.0,23.5,4.0,3600
32100,2013,Renswoude,4890,2445,2450,45.0,47.0,4.0,,0.76,18.77,1810,32.0,90.0,10.0,67.0,27.0,3850.0,2000.0,21.2,6.0,2455
32102,2013,Rhenen,920,465,455,50.0,33.0,12.0,,0.86,20.17,465,29.0,66.0,34.0,46.0,53.0,2750.0,1650.0,22.1,,450
32146,2013,Soest,9350,4530,4820,41.0,45.0,7.0,,0.87,19.12,4115,33.0,74.0,26.0,64.0,36.0,3700.0,2200.0,28.6,5.0,4745
32179,2013,Utrecht,27675,13270,14405,69.0,23.0,5.0,,1.21,27.28,15270,21.0,38.0,62.0,54.0,45.0,2450.0,1450.0,23.9,12.0,8835
32307,2013,Veenendaal,4595,2140,2450,39.0,42.0,8.0,,0.89,21.32,2585,32.0,20.0,80.0,43.0,56.0,2500.0,1150.0,20.4,10.0,1865
32345,2013,Woudenberg,12320,6160,6155,44.0,47.0,4.0,,0.76,17.98,4765,32.0,83.0,17.0,67.0,33.0,3600.0,1850.0,22.3,5.0,5910
32357,2013,Wijk bij Duurstede,17320,8475,8840,43.0,45.0,8.0,,0.79,18.35,7160,33.0,81.0,19.0,65.0,35.0,3500.0,1550.0,24.6,5.0,8155
